Pal,Level,Skill
Selyne,4,Flèche Noire
Selyne,5,Flamme Spirituelle
Selyne,6,Balle Cauchemar
Selyne,7,Mur de Glace
Selyne,8,Comète
Bastigor,1,Canon à Pierre
Bastigor,7,Iceberg
Bastigor,15,Souffle Givré
Bastigor,22,Griffe Glacée
Bastigor,30,Tremblement
Bastigor,40,Impact Rocheux
Bastigor,50,Chute de Diamants
Bastigor,55,Impact Glacial
Bastigor,70,Double Morsure du Blizzard
Shaolong,1,Tir Aquatique
Shaolong,7,Pluie Acide
Shaolong,15,Comète
Shaolong,22,Canon Explosif
Shaolong,30,Ruée Azurée
Shaolong,40,Dracoflamme Azur
Shaolong,50,Tourbillon Céleste
Shaolong,70,Pluie de Météorites
Silvance,1,Lame Aérienne
Silvance,7,Feuille Ricochet
Silvance,15,Morsure du Blizzard
Silvance,22,Vent Croisé
Silvance,30,Rafale Vent
Silvance,40,Explosion Sacrée
Silvance,50,Mégaspore
Silvance,70,Spores Explosives
Dandilord,1,Canon Noir
Dandilord,7,Explose-Graines
Dandilord,15,Lierre Circulaire
Dandilord,22,Laser Noir
Dandilord,30,Légion Sombre
Dandilord,40,Rafale Vent
Dandilord,50,Balade Toxique
Dandilord,70,Danse Toxique
Bellanoir,1,Canon Noir
Bellanoir,7,Noirceur Expansive
Bellanoir,15,Flèche Noire
Bellanoir,22,Flamme Spirituelle
Bellanoir,30,Balle Cauchemar
Bellanoir,40,Apocalypse
Bellanoir,50,Rayons Cauchemardesques
Bellanoir,70,Légion Sombre
Bellanoir Libero,1,Canon Noir
Bellanoir Libero,7,Noirceur Expansive
Bellanoir Libero,15,Flèche Noire
Bellanoir Libero,22,Balle Cauchemar
Bellanoir Libero,30,Apocalypse
Bellanoir Libero,40,Valse Enflammée
Bellanoir Libero,50,Floraison Cauchemardesque
Bellanoir Libero,70,Légion Sombre
Xenolord,1,Canon Draconique
Xenolord,7,Noirceur Expansive
Xenolord,15,Ailes Traqueuses
Xenolord,22,Taillade Rayonnante
Xenolord,30,Rayon Astral
Xenolord,40,Météore Cosmique
Xenolord,50,Laser Oméga
Xenolord,70,Pluie de Météorites
Hartalis,1,Tir Puissant
Hartalis,7,Boule d'Énergie
Hartalis,15,Explosion Sacrée
Hartalis,22,Salve Lumineuse
Hartalis,30,Ailes Célestes
Hartalis,40,Pluie Sacrée
Hartalis,50,Lumière Salvatrice
Hartalis,70,Rafale Vent
Paladius,1,Tir Puissant
Paladius,7,Missile de Glace
Paladius,15,Iceberg
Paladius,22,Boule d'Énergie
Paladius,30,Morsure du Blizzard
Paladius,40,Lance Sacrée
Paladius,50,Hyper Rayon
Paladius,55,Ère Glaciaire
Paladius,60,Explosion Sacrée
Paladius,70,Salve Lumineuse
Necromus,1,Déchaînement d'Ombre
Necromus,7,Flammes Scindées
Necromus,15,Flamme Spirituelle
Necromus,22,Balle Cauchemar
Necromus,30,Lance-Roche
Necromus,40,Lance Double
Necromus,50,Laser Noir
Necromus,55,Apocalypse
Necromus,60,Impact Rocheux
Necromus,70,Légion Sombre
Frostallion,1,Canon à Air
Frostallion,7,Missile de Glace
Frostallion,15,Coupe-Glace
Frostallion,22,Iceberg
Frostallion,30,Ailes Cristallines
Frostallion,40,Souffle Givré
Frostallion,50,Morsure du Blizzard
Frostallion,55,Explosion Sacrée
Frostallion,60,Double Morsure du Blizzard
Frostallion,70,Ère Glaciaire
Frostallion Noct,1,Canon à Air
Frostallion Noct,7,Balle Sombre
Frostallion Noct,15,Déchaînement d'Ombre
Frostallion Noct,22,Flamme Spirituelle
Frostallion Noct,30,Ailes Cristallines
Frostallion Noct,40,Balle Cauchemar
Frostallion Noct,45,Ailes Noires
Frostallion Noct,50,Laser Noir
Frostallion Noct,55,Double Morsure du Blizzard
Frostallion Noct,60,Légion Sombre
Frostallion Noct,70,Ère Glaciaire
Neptilius,1,Tir Aquatique
Neptilius,7,Tir Bulleux
Neptilius,15,Geyser
Neptilius,22,Double-Aqua
Neptilius,30,Éclabousse-Mur
Neptilius,40,Vague Scélérate
Neptilius,50,Éruption Aquatique
Neptilius,60,Laser Torrentiel
Neptilius,70,Tempête Éclair
Jetragon,1,Flammes Scindées
Jetragon,7,Déchaînement Draconique
Jetragon,15,Tempête Ardente
Jetragon,22,Souffle Draconique
Jetragon,30,Faisceau Stellaire
Jetragon,40,Boule Enflammée
Jetragon,50,Météore Draconique
Jetragon,55,Tranche-Faisceau
Jetragon,60,Pluie de Météorites
Jetragon,70,Pluie d'Étoiles
Panthalus,1,Pluie de Bulles
Panthalus,7,Marche d'Écume
Panthalus,15,Lames Marines
Panthalus,22,Déferlante Abyssale
Panthalus,30,Maelström
Panthalus,40,Surgissement Colossal
Panthalus,50,Explosion Sacrée
Panthalus,60,Hurle-Cyclone
Panthalus,1,Pluie de Bulles
Panthalus,7,Marche d'Écume
Panthalus,15,Lames Marines
Panthalus,22,Déferlante Abyssale
Panthalus,30,Maelström
Panthalus,40,Surgissement Colossal
Panthalus,50,Explosion Sacrée
Panthalus,60,Hurle-Cyclone
Gelée verte,1,Écrasement Gélatineux (plante)
Gelée bleue,1,Écrasement Gélatineux (eau)
Gelée rouge,1,Écrasement Gélatineux (feu)
Gelée violette,1,Écrasement Gélatineux (ténèbres)
Gelée lumineuse,1,Écrasement Gélatineux (non élémentaire)
Gelée arc-en-ciel,1,Écrasement Gélatineux (arc-en-ciel)
Épée envoûtée,1,Charge de l'Épée
Chauve-souris des grottes,1,Assaut Vampire
Chauve-souris lumineuse,1,Assaut Vampire
Œil de Cthulhu,1,Charge Hypnotique
Œil de Cthulhu,2,Invocation de Serviteurs
Œil de Cthulhu,1,Charge Hypnotique
Œil de Cthulhu,2,Invocation de Serviteurs
Œil de démon,1,Charge Oculaire
